1,2
2,5.28550369650393
3,7.36017968709388
4,1.7921303075416
5,5.61192222754698
6,0.320904305492621
7,3.79293681849843
8,9.09412013120859
9,9.98919575079506
10,5.05735094160505
11,9.89338920697317
12,2.92745216515903
13,6.60362601443332
14,3.34476990965361
15,3.60243279008031
16,4.33939536002033
17,1.12683095684263
18,6.81882379030856
19,9.80556825203467
20,2.72241476358105
21,0.37203865324943
22,5.44266134723937
23,5.02338315178066
24,0.420766490141352
25,2.79296216860879
26,0.515084913139955
27,8.68183295597312
28,4.80259478006265
29,8.37690324036557
30,9.84821185376468
